content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,review_without_stopwords,wordCount,wordCount_after_stopwords
aplikasi komplit,4,0.0,0.0,Positive,aplikasi komplit,2,2
banyak minus prabayarnya mahal sekali,1,-0.1,0.1,Negative,minus prabayarnya mahal,5,3
"loncat² jalurnya, aku muterin stadion malah loncatnya jauh kemana. mana udh 1 lap lumayan 1.44km ehh di strava 3,sekian km. gak nyambung bgt",1,0.0,0.0,Negative,"loncat² jalurnya, muterin stadion loncatnya kemana. udh 1 lap lumayan 1.44km ehh strava 3,sekian km. gak nyambung bgt",23,18
saya kasih bintang 5 karena ?,5,0.0,0.0,Positive,kasih bintang 5 ?,6,4
ok,5,0.5,0.5,Positive,ok,1,1
"udah 2x dikerjain abis""an. gak jelas",1,0.0,0.0,Negative,"udah 2x dikerjain abis""an. gak",6,5
best sport app,5,1.0,0.3,Positive,best sport app,3,3
mantap,5,0.0,0.0,Positive,mantap,1,1
good,5,0.7,0.6000000000000001,Positive,good,1,1
terimakasih strava telah menemani hari hari saya pada saat latihan fisik untuk masuk smk favorit walaupun hasilnya gagal😁,5,0.0,0.0,Positive,terimakasih strava menemani latihan fisik masuk smk favorit hasilnya gagal😁,18,10
ga ada bahasa indonesia,5,0.0,0.0,Positive,ga bahasa indonesia,4,3
"elu kalo update jangan ngilangin record gw anjay, cape cape semingguan di record malah lu ilangin gitu aja, lu kira lucu gitu, mana dah 2700 kilo lagi, bngke lo",2,0.0,0.0,Negative,"elu kalo update ngilangin record gw anjay, cape cape semingguan record lu ilangin gitu aja, lu lucu gitu, dah 2700 kilo lagi, bngke lo",29,24
bahasa indonesia belum tersedia mohon tambahkan.,4,0.0,0.0,Positive,bahasa indonesia tersedia mohon tambahkan.,6,5
best,5,1.0,0.3,Positive,best,1,1
it's work proper for me 🚴🚴‍♀️🚴‍♂️🏃‍♂️🏃‍♀️🏃🚶‍♀️🚶🚶‍♂️ 👍👍👍,5,0.0,0.1,Positive,it's work proper for me 🚴🚴‍♀️🚴‍♂️🏃‍♂️🏃‍♀️🏃🚶‍♀️🚶🚶‍♂️ 👍👍👍,7,7
oky,5,0.0,0.0,Positive,oky,1,1
good aplikation,5,0.7,0.6000000000000001,Positive,good aplikation,2,2
"apk ny bagus, sya menggunakan strava sejak 2018",4,0.0,0.0,Positive,"apk ny bagus, sya strava 2018",8,6
good,5,0.7,0.6000000000000001,Positive,good,1,1
the best,5,1.0,0.3,Positive,the best,2,2
giod,5,0.0,0.0,Positive,giod,1,1
mantap apk nya,5,0.0,0.0,Positive,mantap apk nya,3,3
monday running tanggal 20 juni gk ke save padahal dah di klik save,1,0.0,0.0,Negative,monday running tanggal 20 juni gk save dah klik save,13,10
"aplikasi babi, masa nge track aman"" aja giliran di save kaga muncul. taii",1,0.0,0.0,Negative,"aplikasi babi, nge track aman"" aja giliran save kaga muncul. taii",13,11
mantap,5,0.0,0.0,Positive,mantap,1,1
mantap,5,0.0,0.0,Positive,mantap,1,1
sehabis pemakaian pertama malah tidak tersimpan,2,0.0,0.0,Negative,sehabis pemakaian tersimpan,6,3
ok,5,0.5,0.5,Positive,ok,1,1
"sudah pencet save, tapi tidak ada di activity",1,0.0,0.0,Negative,"pencet save, activity",8,3
"aplikasi taiiiii , sdh star setelah selesai gak ada rekamabya",1,0.0,0.0,Negative,"aplikasi taiiiii , sdh star selesai gak rekamabya",10,8
bagus semoga kedepannya bisa terkoneksi dengan smart watch merk china,4,0.21428571428571427,0.6428571428571429,Positive,bagus semoga kedepannya terkoneksi smart watch merk china,10,8
unggul di bidangnya.👍,5,0.0,0.0,Positive,unggul bidangnya.👍,3,2
mengapa nama perangkat saya berbeda saat data aktivitas saya masuk ke strava mohon di bantu,2,0.0,0.0,Negative,nama perangkat berbeda data aktivitas masuk strava mohon bantu,15,9
"update bulan ini bintang 5, soalnya sdh gak ada masalah",5,0.0,0.0,Positive,"update bintang 5, sdh gak",10,5
ya bagus,5,0.0,0.0,Positive,ya bagus,2,2
"crapp app, log out itself and now my account can't get in. but im sure its because they don't need free costumers",1,0.45,0.8444444444444444,Negative,"crapp app, log out itself and now my account can't get in. but im sure its because they don't need free costumers",22,22
"srava tidak bisa menghubungkan hasil data dari mifitness (miwear) dengan device saya s1 active, mohon diperbaiki bug tersebut baru saya beri bintang 5",1,-0.13333333333333333,0.6,Negative,"srava menghubungkan hasil data mifitness (miwear) device s1 active, mohon diperbaiki bug bintang 5",23,14
top abiss,5,0.5,0.5,Positive,top abiss,2,2
mantap,5,0.0,0.0,Positive,mantap,1,1
"tidak bagus, tak beguna",1,0.0,0.0,Negative,"bagus, beguna",4,2
ok..mantapp...bisa connect dengan zepp..nyepeda jd happy,5,0.8,1.0,Positive,ok..mantapp...bisa connect zepp..nyepeda jd happy,6,5
"ade ooooo ooooo ... mungkin . ooooo . .j ... h mi h .. .,g",3,0.0,0.0,Neutral,"ade ooooo ooooo ... . ooooo . .j ... h mi h .. .,g",15,14
ruarrr biasayah....,5,0.0,0.0,Positive,ruarrr biasayah....,2,2
bang kemul ngntot,5,0.0,0.0,Positive,bang kemul ngntot,3,3
cuman bisa kepake maksimal di kota,2,0.0,0.0,Negative,cuman kepake maksimal kota,6,4
aplikasi mantab berguna,5,0.0,0.0,Positive,aplikasi mantab berguna,3,3
"eror terus,,kapan benernya nih",4,0.0,0.0,Positive,"eror terus,,kapan benernya nih",4,4
"meskipun awal download bagus namun lama kelamaan data record ngawur sekali, di map strava loncat2 jalurnya, baru jalan 2 km terdata bisa sampai 6 km. parah sih jadi gak bisa record aktivitas.",2,0.0,0.0,Negative,"download bagus data record ngawur sekali, map strava loncat2 jalurnya, jalan 2 km terdata 6 km. parah sih gak record aktivitas.",32,21
aplikasi ga jelas selama 1 setahun 600k gw udah pakai apk tapi masih bayar googlepay hadeh parah nih apknya,1,0.0,0.0,Negative,aplikasi ga 1 setahun 600k gw udah pakai apk bayar googlepay hadeh parah nih apknya,19,15
luar biasa,5,0.0,0.0,Positive,,2,0
"bad calculate records no accurate, absolutely not.",2,-0.3333333333333333,0.7333333333333334,Negative,"bad calculate records no accurate, absolutely not.",7,7
"apk bagus buat lari, tapi sering error",5,0.0,0.0,Positive,"apk bagus lari, error",7,4
mantap lah,5,0.0,0.0,Positive,mantap,2,1
aplikasi ini recommended bangat buat para pemula yang berolahraga dengan fitur yang ke kinian bangat pokonya bagus bangat aplikasi strava,5,0.0,0.0,Positive,aplikasi recommended bangat pemula berolahraga fitur kinian bangat pokonya bagus bangat aplikasi strava,20,13
aplilasi ini sangat mudah di gunakan dan sangat membantu saya untuk aktivitas olah raga sehari-hari,5,0.0,0.0,Positive,aplilasi mudah membantu aktivitas olah raga sehari-hari,15,7
aplikasi ini sangat bagus untuk melacak olahraga saya,5,0.0,0.0,Positive,aplikasi bagus melacak olahraga,8,4
"keren, tapi ga tau gpsnya akurat apa gak",5,0.0,0.0,Positive,"keren, ga tau gpsnya akurat gak",8,6
good job's,5,0.7,0.6000000000000001,Positive,good job's,2,2
bagus banget,5,0.0,0.0,Positive,bagus banget,2,2
strava kenapa ya padahal lari sy biasa aja tiba-tiba pace 2 wkwwk,4,0.0,0.0,Positive,strava ya lari sy aja pace 2 wkwwk,12,8
"teman setia berolah raga gowes, lari, dan jogging setiap hari.",5,0.0,0.0,Positive,"teman setia berolah raga gowes, lari, jogging hari.",10,8
baik dan akurat,5,0.0,0.0,Positive,akurat,3,1
strava aplikasi yang recommended dan kekinian. yuk anak muda bisa download aplikasi strava,5,0.0,0.0,Positive,strava aplikasi recommended kekinian. yuk anak muda download aplikasi strava,13,10
aplikasi kesayangan pelari....,5,0.0,0.0,Positive,aplikasi kesayangan pelari....,3,3
mantap.,5,0.0,0.0,Positive,mantap.,1,1
aplikasi sanggat relevan dan mudah,5,0.0,0.0,Positive,aplikasi sanggat relevan mudah,5,4
terbaik,5,0.0,0.0,Positive,terbaik,1,1
aplikasi tolol sampah.star lari sudah si paus malah gabisa ke savee!!!!!,1,0.0,0.0,Negative,aplikasi tolol sampah.star lari si paus gabisa savee!!!!!,11,8
"sangat suka dengan aplikasi strava ini , hasil dr run ricord nya ok semua .",5,0.5,0.5,Positive,"suka aplikasi strava , hasil dr run ricord nya ok .",15,11
keren mantap,5,0.0,0.0,Positive,keren mantap,2,2
"dengan strava sy menjadi lebih semangat buat berolahraga,agar badan tetap sehat dan kencang",5,0.0,0.0,Positive,"strava sy semangat berolahraga,agar badan sehat kencang",13,7
bagus,5,0.0,0.0,Positive,bagus,1,1
strava adalah aplikasi luar biasa untuk melacak dan membagikan aktivitas olahraga saya. saya sangat menikmati fitur pelacakan yang akurat dan komunitas yang inspiratif. terima kasih kepada tim strava atas aplikasi yang hebat ini!,5,0.0,0.0,Positive,strava aplikasi melacak membagikan aktivitas olahraga saya. menikmati fitur pelacakan akurat komunitas inspiratif. terima kasih tim strava aplikasi hebat ini!,33,20
hanya pengalaman yang tau,1,0.0,0.0,Negative,pengalaman tau,4,2
aplikasinya sangat membantu aktifitas olah raga saya.. 💪💪💪,5,0.0,0.0,Positive,aplikasinya membantu aktifitas olah raga saya.. 💪💪💪,8,7
aplikasi yang bagus,5,0.0,0.0,Positive,aplikasi bagus,3,2
sangat membantu untuk yang hobi olahraga seperti lari & bersepeda,5,0.0,0.0,Positive,membantu hobi olahraga lari & bersepeda,10,6
aplikasi gak guna,1,0.0,0.0,Negative,aplikasi gak,3,2
dengan adanya aplikasi strava saya terasa sangat dibantu,5,0.0,0.0,Positive,aplikasi strava dibantu,8,3
saya baru mengunakan tetapi ketika saya liat seperti nya sgt baik untuk yg senang berolahraga saya suportnya 5 bintang krna aplikasi kesehatan semoga bermanfaat deh buat semua 💚,5,0.0,0.0,Positive,mengunakan liat nya sgt yg senang berolahraga suportnya 5 bintang krna aplikasi kesehatan semoga bermanfaat deh 💚,28,17
sudsh bagus apk nya,5,0.0,0.0,Positive,sudsh bagus apk nya,4,4
"mantab, 👍👍👍👍👍👍",5,0.0,0.0,Positive,"mantab, 👍👍👍👍👍👍",2,2
mantap,5,0.0,0.0,Positive,mantap,1,1
aplikasi untuk membantu mengontroln pola hidup yg sehat,5,0.0,0.0,Positive,aplikasi membantu mengontroln pola hidup yg sehat,8,7
"jadi lebih mudah tracking progres saat lari maupun ber sepeda, terima kasih strava, semoga bisa menjadi lebih baik lagi.",5,0.0,0.0,Positive,"mudah tracking progres lari ber sepeda, terima kasih strava, semoga lagi.",19,11
aplikasi nya bagus,5,0.0,0.0,Positive,aplikasi nya bagus,3,3
sangat baik,5,0.0,0.0,Positive,,2,0
aplikasi ini sangat membantu,5,0.0,0.0,Positive,aplikasi membantu,4,2
aplikasinya bagus,5,0.0,0.0,Positive,aplikasinya bagus,2,2
"aplikasinya bagus,mudah di gunakan dan sangat bermanfaat",5,0.0,0.0,Positive,"aplikasinya bagus,mudah bermanfaat",7,3
apk jelek,1,0.0,0.0,Negative,apk jelek,2,2
oke bgt untuk yg hobby olahraga seperti aku!,5,0.0,0.0,Positive,oke bgt yg hobby olahraga aku!,8,6
mantap,5,0.0,0.0,Positive,mantap,1,1
good,5,0.7,0.6000000000000001,Positive,good,1,1
aplikasi nya bagus dan membantu,5,0.0,0.0,Positive,aplikasi nya bagus membantu,5,4
berguna untuk aktifita dan serlokasi good,5,0.7,0.6000000000000001,Positive,berguna aktifita serlokasi good,6,4
nice aplikasi,5,0.6,1.0,Positive,nice aplikasi,2,2
stoked,5,0.0,0.0,Positive,stoked,1,1
aplikasi sangat bermanfaat,5,0.0,0.0,Positive,aplikasi bermanfaat,3,2
aplikasi yang sangat keren.membantu perjalanan saya untuk suatu adventure,5,0.0,0.0,Positive,aplikasi keren.membantu perjalanan adventure,9,4
"dengan strava, saya semakin termotivasi untuk terus berolahraga. top! semoga terus ditambah pilihan cabor nya biar makin variatif.👍",5,0.625,0.5,Positive,"strava, termotivasi berolahraga. top! semoga ditambah pilihan cabor nya biar variatif.👍",18,11
bagus aplikasinya.. berguna bgt...,5,0.0,0.0,Positive,bagus aplikasinya.. berguna bgt...,4,4
aplikasinya nyaman,5,0.0,0.0,Positive,aplikasinya nyaman,2,2
gps tidak akuratnya,5,0.0,0.0,Positive,gps akuratnya,3,2
bagus,5,0.0,0.0,Positive,bagus,1,1
"bagusss, sangat membatu dalam berolahraga apalagi cocok untuk saya yg suka bersepedah dan lari",5,0.0,0.0,Positive,"bagusss, membatu berolahraga cocok yg suka bersepedah lari",14,8
"aplikasi yang bagus dan banyak membantu banyak orang, rekomendasi banget",5,0.0,0.0,Positive,"aplikasi bagus membantu orang, rekomendasi banget",10,6
aplikasi sangat bagus mohon meletakkan bahasa indonesia,5,0.0,0.0,Positive,aplikasi bagus mohon meletakkan bahasa indonesia,7,6
sangat bagus,5,0.0,0.0,Positive,bagus,2,1
auto pause kentod,1,0.0,0.0,Negative,auto pause kentod,3,3
ppoool,5,0.0,0.0,Positive,ppoool,1,1
hehe,5,0.0,0.0,Positive,hehe,1,1
"setelah running hasil record map nya ada yg hitam dan ada orange knp ya? padahal awal"" pake aplikasi ini semua hasil record nya orange semua",3,0.0,0.0,Neutral,"running hasil record map nya yg hitam orange knp ya? awal"" pake aplikasi hasil record nya orange",25,17
good,5,0.7,0.6000000000000001,Positive,good,1,1
aplikasi bagus tapi sayang nya tidak kalian meletakan bahasa indonesia di saya berharap anda menambahkan nya!!!,4,0.0,0.0,Positive,aplikasi bagus sayang nya meletakan bahasa indonesia berharap nya!!!,16,9
teman setia running,5,0.0,0.0,Positive,teman setia running,3,3
bagus...hanya kemarin ngaco tracknya...,5,0.0,0.0,Positive,bagus...hanya kemarin ngaco tracknya...,4,4
bagus selama ini pake,5,0.0,0.0,Positive,bagus pake,4,2
"eu realmente gosto deste aplicativo porque posso ver as atividades esportivas de meus entes queridos em outras partes do mundo aqui😊🤗🥰, também posso ver a jornada que fiz no mapa⭐⭐⭐⭐⭐⭐⭐⭐",5,0.0,0.0,Positive,"eu realmente gosto deste aplicativo porque posso ver as atividades esportivas de meus entes queridos em outras partes do mundo aqui😊🤗🥰, também posso ver a jornada que fiz no mapa⭐⭐⭐⭐⭐⭐⭐⭐",30,30
sejauh ini user friendly... ok jd tmbh semangat lari nya...,5,0.4375,0.5,Positive,user friendly... ok jd tmbh semangat lari nya...,10,8
sangat membantu saat beraktivitas outdoor maupun indoor,5,0.0,0.0,Positive,membantu beraktivitas outdoor indoor,7,4
oke banget,5,0.0,0.0,Positive,oke banget,2,2
"tdk pernah daftar premium, tiba2 ada notif utk pembayaran premium dr cc. ko bisa gitu?",1,0.0,0.0,Negative,"tdk daftar premium, tiba2 notif utk pembayaran premium dr cc. ko gitu?",15,12
"aplikasi yang recommended & membantu dikala olahraga sepeda, lari, dll",5,0.0,0.0,Positive,"aplikasi recommended & membantu dikala olahraga sepeda, lari, dll",10,9
"saya sangat menyukai aplikasi strava, dan saya sudah lama menggunakan nya ,",5,0.0,0.0,Positive,"menyukai aplikasi strava, nya ,",12,5
"my main application that keeps me excited about exercising, in the past until now i even chose a smartwatch that had to be able to connect to this application, if it couldn't connect then it wasn't an option to buy. thanks to strava about your accompanying me on jogging anywhere",5,0.19833333333333333,0.43166666666666664,Positive,"my main application that keeps me excited about exercising, in the past until now i even chose a smartwatch that had to be able to connect to this application, if it couldn't connect then it wasn't an option to buy. thanks to strava about your accompanying me on jogging anywhere",50,50
baik,5,0.0,0.0,Positive,,1,0
makin sering mental keluar sendiri. bug parah!,1,-0.125,0.2,Negative,mental sendiri. bug parah!,7,4
"aplikasi sering keluar sendiri padahal lock screen control, terus jarak sering juga gak ke record, sepedaan ratusan km yg ke record cuman garis lurus kek penggaris, kecewa deh hasil data nya😵",1,0.0,0.0,Negative,"aplikasi lock screen control, jarak gak record, sepedaan ratusan km yg record cuman garis lurus kek penggaris, kecewa deh hasil data nya😵",31,22
it's always error dude,1,0.0,0.0,Negative,it's always error dude,4,4
👍👍👍,5,0.0,0.0,Positive,👍👍👍,1,1
sejauh ini sih nyaman sama aplikasinya. cuman ada beberapa aspek yg perlu ditingkatkan seperti fitur widget ya g kurang singkron dan kadang kalau dibawa lari kadang gak ke track rute nya,4,0.0,0.0,Positive,sih nyaman aplikasinya. cuman aspek yg ditingkatkan fitur widget ya g singkron kadang dibawa lari kadang gak track rute nya,31,20
keren ini sangat membantu atlit dan pemula utk berolahraga benar,5,0.0,0.0,Positive,keren membantu atlit pemula utk berolahraga,10,6
praktis dalam penggunaannya dan lengkap fiturnya.,5,0.0,0.0,Positive,praktis penggunaannya lengkap fiturnya.,6,4
top,5,0.5,0.5,Positive,top,1,1
apk sangat membantu.,5,0.0,0.0,Positive,apk membantu.,3,2
mantap itu strava,5,0.0,0.0,Positive,mantap strava,3,2
tidak ada peringatan saat sinyal gps melemah atau hilang.,2,0.0,0.0,Negative,peringatan sinyal gps melemah hilang.,9,5
bagus,5,0.0,0.0,Positive,bagus,1,1
good,5,0.7,0.6000000000000001,Positive,good,1,1
ok siip,5,0.5,0.5,Positive,ok siip,2,2
u good,5,0.7,0.6000000000000001,Positive,u good,2,2
aplikasi yg sangat bagus untuk jogging no kendala lancar jaya,5,0.0,0.0,Positive,aplikasi yg bagus jogging no kendala lancar jaya,10,8
ini gmn cara share di sg dah duh,4,-0.3,0.6,Positive,gmn share sg dah duh,8,5
bagikan foto ke whatsapp sekarang fotonya panjang sekali.,4,0.0,0.0,Positive,bagikan foto whatsapp fotonya sekali.,8,5
semuanya menu lancar... dipakai langsung or sinkron dari amazfit lancar,5,0.0,0.0,Positive,menu lancar... dipakai langsung or sinkron amazfit lancar,10,8
👍,5,0.0,0.0,Positive,👍,1,1
mantaaap,5,0.0,0.0,Positive,mantaaap,1,1
cool,5,0.35,0.65,Positive,cool,1,1
"waktu dan jaraknya eror parah,..",1,0.0,0.0,Negative,"jaraknya eror parah,..",5,3
ok,5,0.5,0.5,Positive,ok,1,1
luar biasa,5,0.0,0.0,Positive,,2,0
baguss,5,0.0,0.0,Positive,baguss,1,1
apakah harus di batasi minimal berapaan?,2,-0.1,0.6,Negative,batasi minimal berapaan?,6,3
bagus aplikasi ny,5,0.0,0.0,Positive,bagus aplikasi ny,3,3
trial,3,0.0,0.0,Neutral,trial,1,1
gmna sih aktivitas saya di singkronisasi gak bisa di lihat pdhl target saya bagus ... saya sangat kecewa kpd strava,1,0.0,0.0,Negative,gmna sih aktivitas singkronisasi gak lihat pdhl target bagus ... kecewa kpd strava,20,13
mantap .... sudah 3 tahun pakai apps ini,5,0.0,0.0,Positive,mantap .... 3 pakai apps,8,5
bagus,4,0.0,0.0,Positive,bagus,1,1
good,5,0.7,0.6000000000000001,Positive,good,1,1
"banyak yang harus dikembangkan,lari ndak kerekam sedih",2,0.0,0.0,Negative,"dikembangkan,lari ndak kerekam sedih",7,4
ok,5,0.5,0.5,Positive,ok,1,1
kenapa update yg paling baru ini justru activity nya ga tersave smua.....?,3,0.0,0.0,Neutral,update yg activity nya ga tersave smua.....?,12,7
tidak bisa sinkron dari huawei health.,1,0.0,0.0,Negative,sinkron huawei health.,6,3
"aku nek jogging nganggo strava terus, aplikasine maen banget. ndang pada download",5,0.0,0.0,Positive,"nek jogging nganggo strava terus, aplikasine maen banget. ndang download",12,10
"lumayan bagus, mapsnya benar dan berjalan dengan baik. sosmed-nya orang berolahraga. tingkatkan terus layanannya!",5,0.0,0.0,Positive,"lumayan bagus, mapsnya berjalan baik. sosmed-nya orang berolahraga. tingkatkan layanannya!",14,10
this app so stupid i already run but this stupid app didn't make progress,1,-0.7999999999999999,1.0,Negative,this app so stupid i already run but this stupid app didn't make progress,14,14
membantu mencatatat pencapaian kita,5,0.0,0.0,Positive,membantu mencatatat pencapaian,4,3
i love u,5,0.5,0.6,Positive,i love u,3,3
location improved,4,0.0,0.0,Positive,location improved,2,2
"layar putih, n",1,0.0,0.0,Negative,"layar putih, n",3,3
lokasi gps selalu ga akurat payah,1,0.0,0.0,Negative,lokasi gps ga akurat payah,6,5
bagus,4,0.0,0.0,Positive,bagus,1,1
"pas menggunakan strava,,sering tiba"" terdapat berita :strava terhenti,",5,0.0,0.0,Positive,"pas strava,,sering tiba"" berita :strava terhenti,",8,6
data yg akurat keasliannya,4,0.0,0.0,Positive,data yg akurat keasliannya,4,4
keren,5,0.0,0.0,Positive,keren,1,1
"error trus mapnya, bikin males aktivitas",1,0.0,0.0,Negative,"error trus mapnya, bikin males aktivitas",6,6
"kenapa hitungan 'avg speed' pada "" starva"" dan ""igs10s"" berbeda/ tdk akurat",3,0.0,0.0,Neutral,"hitungan 'avg speed' "" starva"" ""igs10s"" berbeda/ tdk akurat",12,9
👍👍,5,0.0,0.0,Positive,👍👍,1,1
okeh mantapp aplikasinya,5,0.0,0.0,Positive,okeh mantapp aplikasinya,3,3
cocok ut aktivitas grup,5,0.0,0.0,Positive,cocok ut aktivitas grup,4,4
kok belakangan gps nya ngaco,5,0.0,0.0,Positive,gps nya ngaco,5,3
good for health👍,5,0.7,0.6000000000000001,Positive,good for health👍,3,3
"sering kehilangan jarak ketika mau disave...padahal data on and full ,gps juga aktif",1,0.35,0.55,Negative,"kehilangan jarak disave...padahal data on and full ,gps aktif",13,9
"sampah. masih bnyak yg harus di kembangkan. fitur auto pause untuk defauldnya (baru awal d instal) di off kan aja. jgn langsung d aktifkan oleh sistem. 2x cycling 2x gk terbaca jarak nya. tampilan saat auto pause pun gk jelas icon/tombol rekam dan pause nya, mending saat auto pause, langsung kqsih tulisan yg besar ""perekaman tidak berjalan""",1,0.0,0.0,Negative,"sampah. bnyak yg kembangkan. fitur auto pause defauldnya (baru d instal) off aja. jgn langsung d aktifkan sistem. 2x cycling 2x gk terbaca jarak nya. tampilan auto pause gk icon/tombol rekam pause nya, mending auto pause, langsung kqsih tulisan yg ""perekaman berjalan""",57,42
sering eror,5,0.0,0.0,Positive,eror,2,1
aplikasi olahraga terbaik...,5,0.0,0.0,Positive,aplikasi olahraga terbaik...,3,3
b aja,1,0.0,0.0,Negative,b aja,2,2
lumanyan..,4,0.0,0.0,Positive,lumanyan..,1,1
hidup sehat,5,0.0,0.0,Positive,hidup sehat,2,2
manabbbb,5,0.0,0.0,Positive,manabbbb,1,1
"gps eror, lari udah 2km lebih tpi diaplikasi ngestuck di 0,6km",2,0.0,0.0,Negative,"gps eror, lari udah 2km tpi diaplikasi ngestuck 0,6km",11,9
ok,5,0.5,0.5,Positive,ok,1,1
"error terus,habis auto paused kembali jalan tidak langsung nyambung lagi,malah mulai awal lagi dari nol,yg record awal hilang",1,0.0,0.0,Negative,"error terus,habis auto paused jalan langsung nyambung lagi,malah nol,yg record hilang",18,11
tetap bintang 5 walau kadang error 😁🙏,5,0.0,0.0,Positive,bintang 5 kadang error 😁🙏,7,5
keren banget....,4,0.0,0.0,Positive,keren banget....,2,2
bagus,5,0.0,0.0,Positive,bagus,1,1
paid,1,0.0,0.0,Negative,paid,1,1
gak akurat lg,1,0.0,0.0,Negative,gak akurat lg,3,3
"aplikasi binatang, saldo aku di sedot 900.000 dari sini",1,0.0,0.0,Negative,"aplikasi binatang, saldo sedot 900.000",9,5
"error mulu, kadang juga gak akurat jarak sama waktu yang ditempuh,, padahal gps udah diaktifkan.",2,0.0,0.0,Negative,"error mulu, kadang gak akurat jarak ditempuh,, gps udah diaktifkan.",15,10
untuk pecinta lari aplikasi ini sangat rekomende,5,0.0,0.0,Positive,pecinta lari aplikasi rekomende,7,4
bagus,5,0.0,0.0,Positive,bagus,1,1
apik pakdhe.. lanjutkan,4,0.0,0.0,Positive,apik pakdhe.. lanjutkan,3,3
good,5,0.7,0.6000000000000001,Positive,good,1,1
tidak bisa masuk ke aplikasi,2,0.0,0.0,Negative,masuk aplikasi,5,2
baik mendokumentasikan kegiatan bersepedah,5,0.0,0.0,Positive,mendokumentasikan kegiatan bersepedah,4,3
cukup membantu di group,4,0.0,0.0,Positive,membantu group,4,2
like,5,0.0,0.0,Positive,like,1,1
knapa berapa hari terahir gps error terus? pake app lain aman2 aja 🤬🤬🤬,1,0.0,0.0,Negative,knapa terahir gps error terus? pake app aman2 aja 🤬🤬🤬,13,10
perfect,5,1.0,1.0,Positive,perfect,1,1
"biasa sih new comer pengguna strava, dah coba lari stgh jam lebih kenapa di strva catatan distance 'hanya 2:45km' dan catatan time 'hanya 11menit skian detik?! 😂sedih campur geli jadinya. apa strava mulai error? mohon penjelasannya",5,0.17045454545454544,0.45454545454545453,Positive,"sih new comer pengguna strava, dah coba lari stgh jam strva catatan distance 'hanya 2:45km' catatan time 'hanya 11menit skian detik?! 😂sedih campur geli jadinya. strava error? mohon penjelasannya",36,29
gps selalu eror,1,0.0,0.0,Negative,gps eror,3,2
oke,5,0.0,0.0,Positive,oke,1,1
bug.... gak bisa share ke story ig,1,0.0,0.0,Negative,bug.... gak share story ig,7,5
mantap,5,0.0,0.0,Positive,mantap,1,1
banyak prabayar tidak seperti dulu,3,0.0,0.0,Neutral,prabayar,5,1
saat memasukkan sandi akun di strava kok sandinya salah padahal benar,1,0.0,0.0,Negative,memasukkan sandi akun strava sandinya salah,11,6
"woyyy!!!! mau sampe kapan sering keluar sendiri pas lari, baru update loh ini kok mapnya masih error, payah! padahal update terus, tapi sering keluar sendiri, rute melenceng, pace ngaco padahal larinya udah bener. tolong lah di perbaiki bug nya!!!!! tolong lah sini udah lari kencang-kencang tapi yang ter record pace jelek banget, mana update terus lagi!",1,0.0,0.0,Negative,"woyyy!!!! sampe pas lari, update loh mapnya error, payah! update terus, sendiri, rute melenceng, pace ngaco larinya udah bener. tolong perbaiki bug nya!!!!! tolong udah lari kencang-kencang ter record pace jelek banget, update lagi!",56,34
ok,4,0.5,0.5,Positive,ok,1,1
error 👎👎👎👎👎👎👎👎,1,0.0,0.0,Negative,error 👎👎👎👎👎👎👎👎,2,2
good,5,0.7,0.6000000000000001,Positive,good,1,1
bagus sih ..tp mau full ya harus bayar.,5,0.35,0.55,Positive,bagus sih ..tp full ya bayar.,8,6
every single workout with strava,5,-0.07142857142857142,0.21428571428571427,Positive,every single workout with strava,5,5
very good apps,5,0.9099999999999999,0.7800000000000001,Positive,very good apps,3,3
"udah 3 bulan error map, pace dan jarak nya 😭",3,0.0,0.0,Neutral,"udah 3 error map, pace jarak nya 😭",10,8
top,5,0.5,0.5,Positive,top,1,1
jadi rada gak beres app nya,3,0.0,0.0,Neutral,rada gak beres app nya,6,5
maksudnya jalur yg di hidden itu apa yah ? maaf bisa dijelaskan 🙏🏻 ..,4,-0.16666666666666666,0.3333333333333333,Positive,maksudnya jalur yg hidden yah ? maaf 🙏🏻 ..,14,9
masih try aja. kalo enak pakenya bintang full.,4,0.35,0.55,Positive,try aja. kalo enak pakenya bintang full.,8,7
syg banget nggk ada bahasa indonesia 🥲,2,0.0,0.0,Negative,syg banget nggk bahasa indonesia 🥲,7,6
mantap,5,0.0,0.0,Positive,mantap,1,1
cukup membantu dan bermanfaat untuk kedepan jika mau remed atau berencana keauatu tempat yg blm pernah digowes sebelumnya.,5,0.0,0.0,Positive,membantu bermanfaat kedepan remed berencana keauatu yg blm digowes sebelumnya.,18,10
membantu,5,0.0,0.0,Positive,membantu,1,1
gps ga akurat bangke,2,0.0,0.0,Negative,gps ga akurat bangke,4,4
aplikasi ini sekarang eror eror eror.. padahal apk andalan guee.. olahraga kita jdi sia sia 😰🥲 tolong perbaikin segera dong 🙏,1,0.0,0.0,Negative,aplikasi eror eror eror.. apk andalan guee.. olahraga jdi sia sia 😰🥲 tolong perbaikin 🙏,21,15
jos,5,0.0,0.0,Positive,jos,1,1
mantapp apk nya,5,0.0,0.0,Positive,mantapp apk nya,3,3
top,5,0.5,0.5,Positive,top,1,1
oke,4,0.0,0.0,Positive,oke,1,1
